,word,positive count,negative count,positive sentiment,negative sentiment
1613,horrible,1.0,5.0,0.0258,-0.55102
1614,pants,1.0,1.0,0.1531,-0.836
1615,job,4.0,8.0,0.34785,-0.4502625
1616,abusos,1.0,2.0,0.34,-0.18875
1617,harrassment,3.0,1.0,0.0608,0.0
1618,career,183.0,202.0,0.47473715847,-0.438836138614
1619,joke,8.0,5.0,0.6351875,-0.2267
1620,invited,1.0,2.0,0.3182,-0.27115
1621,etc,14.0,25.0,0.544085714286,-0.309412
1622,lo,7.0,3.0,0.349,-0.5917
1623,comment,2.0,16.0,0.23235,-0.5598
1624,relevant,1.0,1.0,0.3612,-0.2481
1625,spewed,1.0,1.0,0.25,-0.8197
1626,Her,24.0,49.0,0.410329166667,-0.489318367347
1627,DVD,6.0,1.0,0.435533333333,-0.5983
1628,Hanoi,2.0,15.0,0.5312,-0.296
1629,Hey,12.0,5707.0,0.231033333333,-0.789988417733
1630,Lol,4.0,2.0,0.286475,-0.27335
1631,walk,1.0,1.0,0.7184,-0.5093
1632,incest,1.0,1.0,0.8299,-0.4939
1633,THEY,1.0,2.0,0.7125,-0.6503
1634,gave,5.0,7.0,0.45938,-0.774071428571
1635,respect,14.0,3.0,0.43185,-0.137
1636,winning,1.0,1.0,0.34,-0.3016
1637,S,1.0,3.0,0.4404,-0.5163
1638,poem,1.0,7.0,0.3612,-0.326428571429
1639,Get,3.0,1.0,0.3902,-0.2462
1640,©,8.0,40.0,0.4866,-0.58495
1641,it's,6.0,13.0,0.357583333333,-0.426976923077
1642,responds,16.0,3.0,0.3031375,-0.3627
1643,liberals,5.0,442.0,0.56398,-0.176457013575
1644,....you,5.0,2.0,0.4019,-0.6531
1645,#Trump,2.0,25.0,0.59555,-0.828632
1646,Center,40.0,9.0,0.658865,-0.34
1647,Sarsour,8.0,3.0,0.1695,-0.602633333333
1648,Face,10.0,4.0,0.2924,-0.3241
1649,Thursday,7.0,10.0,0.4043,-0.39174
1650,That's,2.0,16.0,0.5269,-0.61523125
1651,And,49.0,69.0,0.383418367347,-0.638810144928
1652,Fonda,38.0,6.0,0.45905,-0.403733333333
1653,country,11.0,2.0,0.319745454545,-0.67725
1654,Anti-Trump,31.0,20.0,0.223780645161,-0.608805
1655,happened,3.0,8.0,0.4857,-0.62685
1656,Any,1.0,1.0,0.34,-0.6705
1657,#ClipTrends,2.0,1.0,0.6112,-0.296
1658,almost,8.0,1.0,0.539575,-0.8363
1659,helped,5.0,30.0,0.29948,-0.68833
1660,Pretty,2.0,1.0,0.5662,0.0
1661,You,59.0,73.0,0.500533898305,-0.410817808219
1662,Hope,2.0,1.0,0.3653,-0.8181
1663,Loving,14.0,1.0,0.6597,0.0
1664,began,1.0,1.0,0.3182,0.0
1665,Interview,40.0,56.0,0.5281475,-0.456566071429
1666,slammed,1.0,1.0,0.4738,-0.296
1667,misogynist,3.0,2.0,0.419333333333,-0.2942
1668,gets,56.0,2985.0,0.585858928571,-0.800129815745
1669,#Ashley,1.0,1.0,0.7184,-0.2023
1670,Gwyneth,29.0,477.0,0.539568965517,-0.20874884696
1671,reporting,1.0,2.0,0.296,-0.4497
1672,effect,1.0,1.0,0.5106,-0.4404
1673,Gloria,2.0,7.0,0.54595,-0.373885714286
1674,ashley,27.0,37.0,0.465403703704,-0.518956756757
1675,lunch,1.0,1.0,0.5707,0.0
1676,Graham,4.0,1.0,0.5248,-0.6369
1677,well,15.0,2.0,0.406946666667,-0.13275
1678,fighting,1.0,1.0,0.2484,-0.4329
1679,YEARS,2.0,4.0,0.3126,0.0
1680,thought,8.0,15.0,0.4626125,-0.579793333333
1681,ARE,1.0,7.0,0.5204,-0.689271428571
1682,Have,35.0,18.0,0.355737142857,-0.447783333333
1683,usual,1.0,1.0,0.0772,-0.4767
1684,BE,1.0,1.0,0.1731,-0.858
1685,™,2.0,13.0,0.39135,-0.475969230769
1686,less,2.0,3.0,0.5599,-0.5436
1687,moments,1.0,1.0,0.8126,-0.6369
1688,cries,3.0,1.0,0.0258,-0.7184
1689,Crews,25.0,2.0,0.3612,-0.2023
1690,protecting,3.0,12.0,0.618366666667,-0.6467
1691,Be,2.0,77.0,0.34,-0.8002
1692,YouTube,1.0,2.0,0.802,-0.82215
1693,fled,1.0,3.0,0.1779,-0.541266666667
1694,attractive,1.0,4.0,0.7263,-0.794575
1695,smart,1.0,1.0,0.4576,-0.2163
1696,Nobody,1.0,1.0,0.6221,-0.5707
1697,who's,1.0,1.0,0.1027,0.0
1698,Sawyer,39.0,42.0,0.501058974359,-0.490647619048
1699,T,3.0,2.0,0.378533333333,-0.29915
1700,TRUMP,2.0,6.0,0.5719,-0.746666666667
1701,puppy,2.0,1.0,0.6369,-0.5423
1702,like,245.0,1345.0,0.559713877551,-0.459896282528
1703,lost,6.0,17.0,0.2807,-0.580335294118
1704,#Ashley_Judd,2.0,2.0,0.6112,-0.3682
1705,admitted,3.0,5.0,0.2825,-0.43934
1706,Warning,1.0,5.0,0.8523,-0.41042
1707,become,4.0,1.0,0.264225,-0.1779
1708,works,2.0,1.0,0.54095,-0.5423
1709,page,3.0,1.0,0.139866666667,-0.347
1710,Quit,2.0,2.0,0.4753,-0.9274
1711,twitter,23.0,93.0,0.404586956522,-0.487159139785
1712,î,4.0,7.0,0.5121,-0.671314285714
1713,home,1.0,8.0,0.836,-0.691775
1714,ASHLEY,38.0,67.0,0.468123684211,-0.585053731343
1715,lead,2.0,3.0,0.5147,-0.5689
1716,literally,1.0,9.0,0.892,-0.493844444444
1717,blowing,7.0,1.0,0.1531,-0.296
1718,Up,3.0,6.0,0.709933333333,-0.180766666667
1719,Ur,1.0,15.0,0.3612,-0.926186666667
1720,Um,1.0,4.0,0.2732,-0.55305
1721,host,1.0,1.0,0.4019,0.0
1722,Un,2.0,4.0,0.189,-0.526925
1723,Uh,1.0,1.0,0.0258,-0.2023
1724,Allegation,27.0,13.0,0.492618518519,-0.408946153846
1725,r,1.0,15.0,0.5413,-0.50038
1726,stage,45.0,8.0,0.587371111111,-0.6943125
1727,actual,5.0,1.0,0.1846,-0.2732
1728,getting,10.0,9.0,0.43612,-0.543233333333
1729,UP,1.0,3.0,0.68,-0.620933333333
1730,accusers,5.0,8.0,0.27356,-0.3101
1731,Couldn't,1.0,1.0,0.091,-0.8172
1732,Really,1.0,4.0,0.6597,-0.264775
1733,pussy,17.0,75.0,0.525347058824,-0.541288
1734,Seydoux,4.0,1.0,0.40535,-0.6369
1735,year,2.0,6.0,0.24395,-0.56015
1736,...no,6.0,1.0,0.25,-0.5859
1737,donde,1.0,1.0,0.7906,-0.8248
1738,Lawrence,11.0,19.0,0.606581818182,-0.249568421053
1739,kidding,2.0,1.0,0.3739,-0.7843
1740,Amy,2.0,7.0,0.5859,-0.366385714286
1741,Vegas,1.0,2.0,0.7125,-0.5453
1742,biggest,13.0,4.0,0.128276923077,-0.684325
1743,yrs,6.0,9.0,0.536133333333,-0.4424
1744,Wienstein,1.0,1.0,0.6369,-0.453
1745,buy,3.0,3.0,0.407933333333,-0.796733333333
1746,WEINSTEIN,1.0,18.0,0.508,-0.779022222222
1747,Well,12.0,11.0,0.485983333333,-0.445827272727
1748,yeah,4.0,9.0,0.684875,-0.455644444444
1749,Chelsea,5.0,5.0,0.6239,-0.52292
1750,bud,1.0,1.0,0.4019,-0.628
1751,social_bar,4.0,14.0,0.6512,-0.447371428571
1752,Compare,1.0,3.0,0.128,-0.777533333333
1753,made,21.0,44.0,0.424647619048,-0.585581818182
1754,¶,518.0,1272.0,0.468229343629,-0.566289308176
1755,wish,3.0,2.0,0.4144,-0.149
1756,Ted,5.0,1.0,0.38992,-0.6239
1757,record,2.0,4.0,0.6369,-0.682075
1758,problem,10.0,14.0,0.68301,-0.377192857143
1759,piece,3.0,4.0,0.4193,-0.469875
1760,CIA,1.0,1.0,0.25,-0.7241
1761,ABC's,3.0,9.0,0.304366666667,-0.374266666667
1762,pic,1.0,5.0,0.3612,-0.35232
1763,pig,30.0,4.0,0.46304,-0.64705
1764,MSM,2.0,2.0,0.3661,-0.4404
1765,happen,4.0,12.0,0.5703,-0.611883333333
1766,compared,1.0,1.0,0.3612,-0.8181
1767,Never,1.0,6.0,0.0258,-0.5318
1768,40,2.0,1.0,0.5964,-0.4588
1769,book,1.0,3.0,0.3182,-0.5287
1770,Mouth,3.0,2.0,0.378366666667,-0.5983
1771,Know,5.0,1.0,0.6345,-0.7103
1772,sick,76.0,26.0,0.830053947368,-0.60375
1773,Maria,30.0,1.0,0.5106,-0.5093
1774,star,4.0,7.0,0.398425,-0.483171428571
1775,Like,21.0,7.0,0.362947619048,-0.484571428571
1776,March,26.0,5737.0,0.560130769231,-0.790450531637
1777,chance,6.0,11.0,0.469733333333,-0.457518181818
1778,U,8.0,6.0,0.6137125,-0.5341
1779,badass,1.0,1.0,0.7506,-0.1531
1780,N,1.0,2.0,0.4215,-0.9169
1781,friends,2.0,1.0,0.38305,-0.836
1782,lives,3.0,1.0,0.249966666667,0.0
